"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"	"variable1"
"3458"	1	"I_1"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3459"	1	"I_1"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3460"	1	"N_1"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3461"	1	"N_1"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3462"	1	"N_1"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3463"	10	"I_10"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3464"	10	"I_10"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3465"	10	"I_10"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3466"	10	"N_10"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3467"	10	"N_10"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3468"	10	"N_10"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3469"	11	"I_11"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3470"	11	"I_11"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3471"	11	"I_11"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3472"	11	"N_11"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3473"	11	"N_11"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3474"	11	"N_11"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3475"	13	"I_13"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3476"	13	"I_13"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3477"	13	"I_13"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3478"	13	"N_13"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3479"	13	"N_13"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3480"	13	"N_13"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3481"	14	"I_14"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3482"	14	"I_14"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3483"	14	"I_14"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3484"	14	"N_14"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3485"	14	"N_14"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3486"	14	"N_14"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3487"	16	"I_16"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3488"	16	"I_16"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3489"	16	"I_16"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3490"	16	"N_16"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3491"	16	"N_16"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3492"	16	"N_16"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3493"	17	"I_17"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3494"	17	"I_17"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3495"	17	"I_17"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3496"	17	"N_17"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3497"	17	"N_17"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3498"	17	"N_17"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3499"	18	"I_18"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3500"	18	"I_18"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3501"	18	"I_18"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3502"	18	"N_18"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3503"	18	"N_18"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3504"	18	"N_18"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3505"	2	"I_2"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3506"	2	"I_2"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3507"	2	"I_2"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3508"	2	"N_2"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3509"	2	"N_2"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3510"	2	"N_2"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3511"	3	"I_3"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3512"	3	"I_3"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3513"	3	"I_3"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3514"	3	"N_3"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3515"	3	"N_3"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3516"	3	"N_3"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3517"	4	"I_4"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3518"	4	"I_4"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3519"	4	"I_4"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3520"	4	"N_4"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3521"	4	"N_4"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3522"	4	"N_4"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3523"	5	"I_5"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3524"	5	"I_5"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3525"	5	"I_5"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3526"	5	"N_5"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3527"	5	"N_5"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3528"	5	"N_5"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3529"	6	"I_6"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3530"	6	"I_6"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3531"	6	"I_6"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3532"	6	"N_6"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3533"	6	"N_6"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3534"	6	"N_6"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3535"	7	"I_7"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3536"	7	"I_7"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3537"	7	"I_7"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3538"	7	"N_7"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3539"	7	"N_7"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3540"	7	"N_7"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3541"	8	"I_8"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3542"	8	"I_8"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3543"	8	"I_8"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3544"	8	"N_8"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3545"	8	"N_8"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3546"	8	"N_8"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3547"	9	"I_9"	"I"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3548"	9	"I_9"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3549"	9	"I_9"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"3550"	9	"N_9"	"N"	2011	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3551"	9	"N_9"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3552"	9	"N_9"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"3553"	1	"I_1"	"I"	2011	"percpar.AggY"	46.3966666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3554"	1	"I_1"	"I"	2012	"percpar.AggY"	46.3966666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3555"	1	"I_1"	"I"	2013	"percpar.AggY"	46.3966666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3556"	1	"N_1"	"N"	2011	"percpar.AggY"	53.0866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3557"	1	"N_1"	"N"	2012	"percpar.AggY"	53.0866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3558"	1	"N_1"	"N"	2013	"percpar.AggY"	53.0866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3559"	10	"I_10"	"I"	2011	"percpar.AggY"	6.27	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3560"	10	"I_10"	"I"	2012	"percpar.AggY"	6.27	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3561"	10	"I_10"	"I"	2013	"percpar.AggY"	6.27	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3562"	10	"N_10"	"N"	2011	"percpar.AggY"	16.8833333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3563"	10	"N_10"	"N"	2012	"percpar.AggY"	16.8833333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3564"	10	"N_10"	"N"	2013	"percpar.AggY"	16.8833333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3565"	11	"I_11"	"I"	2011	"percpar.AggY"	65.9866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3566"	11	"I_11"	"I"	2012	"percpar.AggY"	65.9866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3567"	11	"I_11"	"I"	2013	"percpar.AggY"	65.9866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3568"	11	"N_11"	"N"	2011	"percpar.AggY"	31.5733333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3569"	11	"N_11"	"N"	2012	"percpar.AggY"	31.5733333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3570"	11	"N_11"	"N"	2013	"percpar.AggY"	31.5733333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3571"	13	"I_13"	"I"	2011	"percpar.AggY"	9.41	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3572"	13	"I_13"	"I"	2012	"percpar.AggY"	9.41	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3573"	13	"I_13"	"I"	2013	"percpar.AggY"	9.41	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3574"	13	"N_13"	"N"	2011	"percpar.AggY"	5.65333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3575"	13	"N_13"	"N"	2012	"percpar.AggY"	5.65333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3576"	13	"N_13"	"N"	2013	"percpar.AggY"	5.65333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3577"	14	"I_14"	"I"	2011	"percpar.AggY"	6.17333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3578"	14	"I_14"	"I"	2012	"percpar.AggY"	6.17333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3579"	14	"I_14"	"I"	2013	"percpar.AggY"	6.17333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3580"	14	"N_14"	"N"	2011	"percpar.AggY"	6.64666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3581"	14	"N_14"	"N"	2012	"percpar.AggY"	6.64666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3582"	14	"N_14"	"N"	2013	"percpar.AggY"	6.64666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3583"	16	"I_16"	"I"	2011	"percpar.AggY"	12.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3584"	16	"I_16"	"I"	2012	"percpar.AggY"	12.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3585"	16	"I_16"	"I"	2013	"percpar.AggY"	12.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3586"	16	"N_16"	"N"	2011	"percpar.AggY"	4.75	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3587"	16	"N_16"	"N"	2012	"percpar.AggY"	4.75	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3588"	16	"N_16"	"N"	2013	"percpar.AggY"	4.75	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3589"	17	"I_17"	"I"	2011	"percpar.AggY"	7.35333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3590"	17	"I_17"	"I"	2012	"percpar.AggY"	7.35333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3591"	17	"I_17"	"I"	2013	"percpar.AggY"	7.35333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3592"	17	"N_17"	"N"	2011	"percpar.AggY"	5.70666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3593"	17	"N_17"	"N"	2012	"percpar.AggY"	5.70666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3594"	17	"N_17"	"N"	2013	"percpar.AggY"	5.70666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3595"	18	"I_18"	"I"	2011	"percpar.AggY"	4.36666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3596"	18	"I_18"	"I"	2012	"percpar.AggY"	4.36666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3597"	18	"I_18"	"I"	2013	"percpar.AggY"	4.36666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3598"	18	"N_18"	"N"	2011	"percpar.AggY"	3.51333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3599"	18	"N_18"	"N"	2012	"percpar.AggY"	3.51333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3600"	18	"N_18"	"N"	2013	"percpar.AggY"	3.51333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3601"	2	"I_2"	"I"	2011	"percpar.AggY"	4.35666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3602"	2	"I_2"	"I"	2012	"percpar.AggY"	4.35666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3603"	2	"I_2"	"I"	2013	"percpar.AggY"	4.35666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3604"	2	"N_2"	"N"	2011	"percpar.AggY"	9.63666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3605"	2	"N_2"	"N"	2012	"percpar.AggY"	9.63666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3606"	2	"N_2"	"N"	2013	"percpar.AggY"	9.63666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3607"	3	"I_3"	"I"	2011	"percpar.AggY"	6.09	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3608"	3	"I_3"	"I"	2012	"percpar.AggY"	6.09	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3609"	3	"I_3"	"I"	2013	"percpar.AggY"	6.09	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3610"	3	"N_3"	"N"	2011	"percpar.AggY"	9.04	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3611"	3	"N_3"	"N"	2012	"percpar.AggY"	9.04	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3612"	3	"N_3"	"N"	2013	"percpar.AggY"	9.04	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3613"	4	"I_4"	"I"	2011	"percpar.AggY"	2.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3614"	4	"I_4"	"I"	2012	"percpar.AggY"	2.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3615"	4	"I_4"	"I"	2013	"percpar.AggY"	2.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3616"	4	"N_4"	"N"	2011	"percpar.AggY"	1.57	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3617"	4	"N_4"	"N"	2012	"percpar.AggY"	1.57	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3618"	4	"N_4"	"N"	2013	"percpar.AggY"	1.57	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3619"	5	"I_5"	"I"	2011	"percpar.AggY"	4.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3620"	5	"I_5"	"I"	2012	"percpar.AggY"	4.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3621"	5	"I_5"	"I"	2013	"percpar.AggY"	4.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3622"	5	"N_5"	"N"	2011	"percpar.AggY"	4.49	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3623"	5	"N_5"	"N"	2012	"percpar.AggY"	4.49	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3624"	5	"N_5"	"N"	2013	"percpar.AggY"	4.49	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3625"	6	"I_6"	"I"	2011	"percpar.AggY"	4.48	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3626"	6	"I_6"	"I"	2012	"percpar.AggY"	4.48	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3627"	6	"I_6"	"I"	2013	"percpar.AggY"	4.48	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3628"	6	"N_6"	"N"	2011	"percpar.AggY"	2.145	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3629"	6	"N_6"	"N"	2012	"percpar.AggY"	2.145	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3630"	6	"N_6"	"N"	2013	"percpar.AggY"	2.145	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3631"	7	"I_7"	"I"	2011	"percpar.AggY"	21.825	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3632"	7	"I_7"	"I"	2012	"percpar.AggY"	21.825	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3633"	7	"I_7"	"I"	2013	"percpar.AggY"	21.825	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3634"	7	"N_7"	"N"	2011	"percpar.AggY"	20.345	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3635"	7	"N_7"	"N"	2012	"percpar.AggY"	20.345	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3636"	7	"N_7"	"N"	2013	"percpar.AggY"	20.345	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3637"	8	"I_8"	"I"	2011	"percpar.AggY"	78.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3638"	8	"I_8"	"I"	2012	"percpar.AggY"	78.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3639"	8	"I_8"	"I"	2013	"percpar.AggY"	78.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3640"	8	"N_8"	"N"	2011	"percpar.AggY"	31.755	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3641"	8	"N_8"	"N"	2012	"percpar.AggY"	31.755	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3642"	8	"N_8"	"N"	2013	"percpar.AggY"	31.755	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3643"	9	"I_9"	"I"	2011	"percpar.AggY"	3.64	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3644"	9	"I_9"	"I"	2012	"percpar.AggY"	3.64	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3645"	9	"I_9"	"I"	2013	"percpar.AggY"	3.64	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"3646"	9	"N_9"	"N"	2011	"percpar.AggY"	3.93	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3647"	9	"N_9"	"N"	2012	"percpar.AggY"	3.93	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"3648"	9	"N_9"	"N"	2013	"percpar.AggY"	3.93	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"1345"	1	"I_1"	"I"	2012	"nhi_F"	1.7665	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"1346"	1	"I_1"	"I"	2012	"noi_F"	1.97495	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"1347"	1	"I_1"	"I"	2012	"toti_F"	3.74145	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1348"	1	"I_1"	"I"	2012	"ammonifd_F"	-0.03965	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"1349"	1	"I_1"	"I"	2012	"nitrifd_F"	0.05725	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"1350"	1	"I_1"	"I"	2012	"minzd_F"	0.0176	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1351"	1	"I_1"	"I"	2012	"soilmoi_F"	12.01005	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"1352"	1	"I_1"	"I"	2012	"som_F"	3.48825	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"1353"	1	"I_1"	"I"	2012	"ph_F"	5.7825	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1354"	1	"I_1"	"I"	2013	"nhi_F"	1.00305	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"1355"	1	"I_1"	"I"	2013	"noi_F"	1.1555	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"1356"	1	"I_1"	"I"	2013	"toti_F"	2.15855	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1357"	1	"I_1"	"I"	2013	"ammonifd_F"	0.3968	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"1358"	1	"I_1"	"I"	2013	"nitrifd_F"	0.03955	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"1359"	1	"I_1"	"I"	2013	"minzd_F"	0.43635	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1360"	1	"I_1"	"I"	2013	"soilmoi_F"	14.88695	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"1361"	1	"I_1"	"I"	2013	"som_F"	4.26835	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"1362"	1	"I_1"	"I"	2013	"ph_F"	6.175	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1363"	1	"N_1"	"N"	2012	"nhi_F"	1.6664	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"1364"	1	"N_1"	"N"	2012	"noi_F"	2.2504	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"1365"	1	"N_1"	"N"	2012	"toti_F"	3.9168	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1366"	1	"N_1"	"N"	2012	"ammonifd_F"	0.06285	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"1367"	1	"N_1"	"N"	2012	"nitrifd_F"	-0.0375	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"1368"	1	"N_1"	"N"	2012	"minzd_F"	0.02535	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1369"	1	"N_1"	"N"	2012	"soilmoi_F"	7.8621	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"1370"	1	"N_1"	"N"	2012	"som_F"	3.5233	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"1371"	1	"N_1"	"N"	2012	"ph_F"	6.1175	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1372"	1	"N_1"	"N"	2013	"nhi_F"	1.51385	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"1373"	1	"N_1"	"N"	2013	"noi_F"	0.07835	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"1374"	1	"N_1"	"N"	2013	"toti_F"	1.5921	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1375"	1	"N_1"	"N"	2013	"ammonifd_F"	0.05615	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"1376"	1	"N_1"	"N"	2013	"nitrifd_F"	0.1902	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"1377"	1	"N_1"	"N"	2013	"minzd_F"	0.25285	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1378"	1	"N_1"	"N"	2013	"soilmoi_F"	10.20095	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"1379"	1	"N_1"	"N"	2013	"som_F"	4.7704	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"1380"	1	"N_1"	"N"	2013	"ph_F"	6.665	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1381"	2	"I_2"	"I"	2012	"nhi_F"	1.76745	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"1382"	2	"I_2"	"I"	2012	"noi_F"	3.5761	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"1383"	2	"I_2"	"I"	2012	"toti_F"	5.34355	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1384"	2	"I_2"	"I"	2012	"ammonifd_F"	0.1137	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"1385"	2	"I_2"	"I"	2012	"nitrifd_F"	-0.02605	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"1386"	2	"I_2"	"I"	2012	"minzd_F"	0.08765	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1387"	2	"I_2"	"I"	2012	"soilmoi_F"	13.13215	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
